CODICESCUOLA;ANNOSCOLASTICO;AREAGEOGRAFICA;CAPSCUOLA;CODICECOMUNESCUOLA;CODICEISTITUTORIFERIMENTO;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECARATTERISTICASCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDICAZIONESEDEDIRETTIVO;INDICAZIONESEDEOMNICOMPRENSIVO;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SEDESCOLASTICA;SITOWEBSCUOLA;bStatale;Long;Lat
MI1E01500D;201617;NORD OVEST;20146;F205;;;"SCUOLA ELEM.PAR.""S.ANGELA MERICI""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;IST.SANTANGELAMERICI@TIN.IT;Non Disponibile;VIA VESPRI SICILIANI55;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1465727;45,4516456
MI1A012004;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA BARONI45;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE38@comune.milano.it;Non Disponibile;VIA BARONI45;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,171616499999999;45,4093368
MIPMZS500F;201617;NORD OVEST;20155;F205;;;LICEO SCIENZE UMANE OPZ. ECONOMICO SOC. DON BOSCO VILLAGE SCHOOL;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;segreteria@donboscovillage.com;Non Disponibile;VIA MAC MAHON 92;MILANO;LOMBARDIA;SI;www.donboscovillage.com;False;9,1581917;45,4939434
MI1A025006;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA CABELLA42;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE56@comune.milano.it;Non Disponibile;VIA CABELLA42;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,090919;45,4584548
MI1A04900P;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA CRIVELLI21;;MILANO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA CRIVELLI21;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1949574;45,452919
MI1MT3500U;201617;NORD OVEST;20155;F205;;;DON BOSCO VILLAGE SCHOOL;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;segreteria@donboscovillage.com;Non Disponibile;VIA MAC MAHON 92;MILANO;LOMBARDIA;SI;www.donboscovillage.com;False;9,1581917;45,4939434
MI1A16300T;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA VALLE ANTRONA12;;MILANO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA VALLE ANTRONA12;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,0884932;45,4566042
MI1M056001;201617;NORD OVEST;20123;F205;;;SCUOLA SECONDARIA DI 1° GR. ISTITUTO LEOPARDI;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;INFO@ISTITUTOLEOPARDI.IT;Non Disponibile;VIA ARENA 13;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1793348;45,455853
MI1A57300X;201617;NORD OVEST;20139;F205;;;ST. LOUIS SCHOOL;;MILANO;SCUOLA INFANZIA NON STATALE;;;info@stlouisschool.com;Non Disponibile;VIA E. CAVIGLIA1;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2303322;45,4439612
MIPS54500V;201617;NORD OVEST;20133;F205;;;LICEO SCIENTIFICO STEINER RUDOLF;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;DIDATTICA@SCUOLASTEINERMILANO.IT;Non Disponibile;VIA CLERICETTI45;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2352024;45,4795872
MI1A06900X;201617;NORD OVEST;20129;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA GOLDONI13;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE16@comune.milano.it;Non Disponibile;VIA GOLDONI13;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,210645399999999;45,46927729999999
MI1A039004;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA CILEA52;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE68@comune.milano.it;Non Disponibile;VIA CILEA52;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,104353099999999;45,495245
MI1M07400E;201617;NORD OVEST;20135;F205;;;SCUOLA SECONDARIA DI 1° GR. SUORE MANTELLATE;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;icparitario@suoremantellate.org;ICPVASARI@PEC.SUOREMANTELLATE.ORG;V. VASARI 16;MILANO;LOMBARDIA;SI;www.suoremantellate.org;False;9,207144399999999;45,4538248
MI1A139001;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA SANT'ORSOLA17;;MILANO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA SANT'ORSOLA17;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1799248;45,46230689999999
MITFDH5000;201617;NORD OVEST;20125;F205;;;"ISTITUTO TECNICO SETTORE TECNOLOGICO IND.GRAFICA E COMUNICAZIONE ""DON BOSCO""";;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;SEGRETERIA.DB@SALESIANIMILANO.IT;Non Disponibile;VIA TONALE 19;MILANO;LOMBARDIA;SI;www.salesianimilano.it;False;9,2016209;45,48925
MIPCVB5006;201617;NORD OVEST;20123;F205;;;LICEO CLASSICO MARCELLINE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;SEGRETERIA-DIDATTIICA@PEC.MARCELLINETOMMASEO.IT;PIAZZA TOMMASEO 1;MILANO;LOMBARDIA;SI;www.marcellinetommaseo.it;False;9,167282799999999;45,4696335
MI1A22800B;201617;NORD OVEST;20122;F205;;;"SCUOLA DELL'INFANZIA ""MADRE CABRINI""";;MILANO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;C.SO DI PORTA ROMANA105;MILANO;LOMBARDIA;SI;ww.cabrini105.it;False;9,1991669;45,4542955
MI1A258007;201617;NORD OVEST;20146;F205;;;"SCUOLE DELL'INFANZIA ""SANT'ANGELA MERICI""";;MILANO;SCUOLA INFANZIA NON STATALE;;;IST.SANTANGELAMERICI@TIN.IT;Non Disponibile;VIA VESPRI SICILIANI55;MILANO;LOMBARDIA;SI;WWW.ORSOLINEMERICI.IT;False;9,1465727;45,4516456
MI1A01000C;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE P.LE BACONE;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE15@comune.milano.it;Non Disponibile;PIAZZALE BACONE;MILANO;LOMBARDIA;SI;www.comune.milano.it;False;9,215109199999999;45,4805333
MIPMRV5004;201617;NORD OVEST;20122;F205;;;ISTITUTO VITTORA COLONNA;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;segreteria@istitutocolonna.com;Non Disponibile;Via Conservatorio 4;MILANO;LOMBARDIA;SI;www.istitutocolonna.com;False;9,2032455;45,4643477
MI1E02700Q;201617;NORD OVEST;20132;F205;;;"SCUOLA ELEM. PAR. ""MARIA MATER MEA ORSOLINE""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;MARIAMATERMEA@LIBERO.IT;Non Disponibile;VIA PUSIANO57;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,246280700000002;45,5004778
MI1A011008;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA BARABINO2;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE29@comune.milano.it;Non Disponibile;VIA BARABINO2;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2235499;45,4346977
MI1A089005;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA MASSENA12/3;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE60@comune.milano.it;Non Disponibile;VIA MASSENA12/3;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,165716999999999;45,4771002
MI1AEN500Q;201617;NORD OVEST;20128;F205;;;SCUOLA DELL'INFANZIA DE CURTIS;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE13@comune.milano.it;Non Disponibile;VIA DE CURTIS 7;MILANO;LOMBARDIA;SI;www.comune.milano.it;False;9,2416713;45,5160543
MI1A108009;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA PALLANZA26;;MILANO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA PALLANZA26;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,200343;45,5029321
MI1M05800L;201617;NORD OVEST;20123;F205;;;SCUOLA SECONDARIA DI 1° GR. ORSOLINE S. CARLO;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;ORSOLINELANZONE@PEC.IT;V. LANZONE 53;MILANO;LOMBARDIA;SI;www.orsolinescuolalanzone.it;False;9,1746068;45,4615371
MI1A05200E;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA DECORATI14;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE31@comune.milano.it;Non Disponibile;VIA DECORATI14;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,242086;45,4598176
MI1E017005;201617;NORD OVEST;20141;F205;;;"SCUOLA ELEM. PAR. ""LA ZOLLA""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;CARCANO@LAZOLLA.IT;Non Disponibile;VIA G. CARCANO 53;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1850682;45,4394257
MI1A19200T;201617;NORD OVEST;20147;F205;;;"SCUOLA DELL'INFANZIA ""ASS.CASA MATERNA ASILI NIDO""";;MILANO;SCUOLA INFANZIA NON STATALE;;;CASAMATERNABOLCHINI@LIBERO.IT;Non Disponibile;VIA CASCINA CORBA97;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1269445;45,4510668
MI1A18500P;201617;NORD OVEST;20144;F205;;;SANTA MARIA DEL ROSARIO;;MILANO;SCUOLA INFANZIA NON STATALE;;;S.M.ROSARIO@LAZOLLA.IT;Non Disponibile;VIA BERGOGNONE8;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1622632;45,4557288
MI1A232003;201617;NORD OVEST;20134;F205;;;"SCUOLA DELL'INFANZIA ""LIBERA SCUOLA RUDOLF STEINER""";;MILANO;SCUOLA INFANZIA NON STATALE;;;segreteria@liberascuola-rudolfsteiner.it;Non Disponibile;VIA PER CASCINA BAROGGI 21;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,3854131;45,5260585
MI1A162002;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA VALDAGNO10;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE54@comune.milano.it;Non Disponibile;VIA VALDAGNO10;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1122021;45,4616909
MI1MN45001;201617;NORD OVEST;20162;F205;;;BILINGUAL EUROPEAN SCHOOL;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;schooloffice@beschool.eu;bessrl@legalmail.it;VIA VAL CISMON 9;MILANO;LOMBARDIA;SI;www.beschool.eu;False;9,1941276;45,506209
MI1M055005;201617;NORD OVEST;20123;F205;;;SCUOLA SECONDARIA DI 1° GR. MARCELLINE - TOMMASEO;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;marcellinetommaseo@yahoo.it;Non Disponibile;P.ZA TOMMASEO 1;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,167282799999999;45,4696335
MIPS86500P;201617;NORD OVEST;20122;F205;;;LICEO SCIENTIFICO SCUOLA EUROPA;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;ORGANIZZAZIONE@SCUOLAEUROPA.IT;Non Disponibile;V.LE L.MAJNO 39;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2051121;45,47234
MI1M07300P;201617;NORD OVEST;20134;F205;;;SCUOLA SECONDARIA DI 1° GR. FONDAZIONE SACRO CUORE;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;FONDAZIONESACROCUORE@EDUPEC.IT;VIA ROMBON78;MILANO;LOMBARDIA;SI;www.sacrocuore.org;False;9,252801700000001;45,4868512
MI1E08700B;201617;NORD OVEST;20124;F205;;;"SCUOLA ELEM.PARIF.""ISTITUTO GONZAGA""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;ISTITUTOGONZAGA@PEC.GONZAGA-MILANO.IT;VIA VITRUVIO 41;MILANO;LOMBARDIA;SI;www.gonzaga-milano.it;False;9,2060625;45,4825877
MIPS535008;201617;NORD OVEST;20123;F205;;;LICEO SCIENTIFICO MARCELLINE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;SEGRETERIA-DIDATTIICA@PEC.MARCELLINETOMMASEO.IT;P.ZA TOMMASEO 1;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,167282799999999;45,4696335
MI1A153007;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA TAJANI14;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE19@comune.milano.it;Non Disponibile;VIA TAJANI14;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2369167;45,4730637
MIPC34500M;201617;NORD OVEST;20133;F205;;;LICEO CLASSICO FAES ARGONNE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;argonne@faesmilano.it;Non Disponibile;VIA ZANOIA 1;MILANO;LOMBARDIA;SI;www.faesmilano.it;False;9,229679599999999;45,4810923
MI1MVA500E;201617;NORD OVEST;20148;F205;;;LA ZOLLA;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;VIA CACCIALEPORI 22;MILANO;LOMBARDIA;SI;www.lazolla.it;False;9,1430423;45,4695127
MI1A22700G;201617;NORD OVEST;20153;F205;;;"SCUOLA DELL'INFANZIA ""BETLEM""";;MILANO;SCUOLA INFANZIA NON STATALE;;;scuole.mifigino@betlem.it;IFDB@LEGALMAIL.T;VIA NOVARA 540;MILANO;LOMBARDIA;SI;www.betlem.it;False;9,0721542;45,48959259999999
MI1A25700B;201617;NORD OVEST;20135;F205;;;"SCUOLA DELL'INFANZIA ""SUORE MANTELLATE""";;MILANO;SCUOLA INFANZIA NON STATALE;;;icparitario@suoremantellate.org;ICPVASARI@PEC.SUOREMANTELLATE.ORG;VIA G. VASARI 16;MILANO;LOMBARDIA;SI;www.suoremantellate.org;False;9,207144399999999;45,4538248
MI1A159006;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA VAL DI SOLE9/A;;MILANO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA VAL DI SOLE9/A;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,20323;45,43134999999999
MIPL08500Q;201617;NORD OVEST;20123;F205;;;LICEO LINGUISTICO MARCELLINE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;marcellinetommaseo@yahoo.it;Non Disponibile;P.ZA TOMMASEO 1;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,167282799999999;45,4696335
MITD13500L;201617;NORD OVEST;20124;F205;;;ISTITUTO TECNICO COMMERCIALE MARIA CONSOLATRICE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;V. M. GIOIA 51;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,198365;45,4876866
MI1A240002;201617;NORD OVEST;20123;F205;;;"SCUOLA DELL'INFANZIA ""BUON PASTORE""";;MILANO;SCUOLA INFANZIA NON STATALE;;;ist.buonpastore@tin.it;Non Disponibile;VIA SAN VITTORE 29;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1696508;45,46345640000001
MIPM04500G;201617;NORD OVEST;20123;F205;;;ISTITUTO MAGISTRALE SACRO CUORE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;ISTITUTOLEOPARDI@PCERT.POSTECERT.IT;VIA D. CRESPI 9;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1740935;45,4571684
MI1M085001;201617;NORD OVEST;20147;F205;;;SCUOLA SECONDARIA DI 1° GR. S. TOMMASO MORO;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;V. INGANNI 12;MILANO;LOMBARDIA;SI;www.fondazionegrossman.org;False;9,127455699999999;45,4483743
MI1M05700R;201617;NORD OVEST;20123;F205;;;SCUOLA SECONDARIA DI 1° GR. COLLEGIO S. CARLO;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;CSC@COLLEGIOSANCARLO.IT;Non Disponibile;C.O MAGENTA 71;MILANO;LOMBARDIA;SI;www.collegiosancarlo.it;False;9,16976;45,465581
MI1A01400Q;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA BARRILI27;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE34@comune.milano.it;Non Disponibile;VIA BARRILI27;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1795987;45,4340222
MI1A05100P;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA DE NICOLA18;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE42@comune.milano.it;Non Disponibile;VIA DE NICOLA18;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2197236;45,4858989
MIPS01500P;201617;NORD OVEST;20133;F205;;;LICEO SCIENTIFICO FAES ARGONNE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;argonne@faesmilano.it;Non Disponibile;VIA ZANOIA 1;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,229679599999999;45,4810923
MI1A02700T;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA CAPUANA8;;MILANO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA CAPUANA8;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1416828;45,5178447
MI1A231007;201617;NORD OVEST;20152;F205;;;SCUOLA DELL'INFANZIA PARROCCHIALE MADRE BUCCHI;;MILANO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA PALMI25;MILANO;LOMBARDIA;SI;www.istitutomadrebucchi.it;False;9,0982801;45,4585754
MI1A138005;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA SANTA CROCE5;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE1@comune.milano.it;Non Disponibile;VIA SANTA CROCE5;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,183090499999999;45,4548071
MI1A10700D;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA PALERMO7/9;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE5@comune.milano.it;Non Disponibile;VIA PALERMO7/9;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,185559999999999;45,47526999999999
MI1A191002;201617;NORD OVEST;20143;F205;;;"SCUOLA DELL'INFANZIA ""SAN CIPRIANO""";;MILANO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA CARLO D'ADDA31;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1620259;45,4454807
MI1A14700X;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA SORDELL014;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE32@comune.milano.it;Non Disponibile;VIA SORDELLO14;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,245539299999999;45,4424871
MI1A208006;201617;NORD OVEST;20126;F205;;;"SCUOLA DELL'INFANZIA ""CRISTO RE """;;MILANO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA GALENO32;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2238471;45,5202863
MI1A02800N;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA CARABELLI8/B;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE26@comune.milano.it;Non Disponibile;VIA CARABELLI8/B;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2224176;45,4503663
MITL485005;201617;NORD OVEST;20123;F205;;;BAZZI CARLO;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;ISTITUTOCARLOBAZZI@PEC.IT;VIA CAPPUCCIO 2;MILANO;LOMBARDIA;SI;www.iticarlobazzi.it;False;9,17994;45,46155
MI1A14800Q;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA SPIGA27;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE6@comune.milano.it;Non Disponibile;VIA SPIGA27;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,195784699999999;45,4710138
MI1MV25008;201617;NORD OVEST;20133;F205;;;SCUOLA ANDERSEN;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;VIA DON CARLO SAN MARTINO 8;MILANO;LOMBARDIA;SI;www.andersen-international-school;False;9,2358552;45,4674931
MI1A15800A;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE V.LE UNGHERIA42;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE32@comune.milano.it;Non Disponibile;VIALE UNGHERIA42;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2511153;45,4460005
MI1A23900T;201617;NORD OVEST;20151;F205;;;"SCUOLA DELL'INFANZIA ""RATTI WELCHER CLOTILDE""";;MILANO;SCUOLA INFANZIA NON STATALE;;;MATEdfc4@maternaratti.191.it;Non Disponibile;P.ZZA S.GIOVANNI7;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,0999249;45,4906052
MITD125002;201617;NORD OVEST;20123;F205;;;ISTITUTO TECNICO COMMERCIALE LEOPARDI;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;INFO@ISTITUTOLEOPARDI.IT;Non Disponibile;V. CARROCCIO 9;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1729748;45,4599375
MI1A55300P;201617;NORD OVEST;20132;F205;;;SANTA MARTA;;MILANO;SCUOLA INFANZIA NON STATALE;;;SEGRETERIA@SANGIUSEPPEMILANO.ORG;Non Disponibile;VIA S. G. B. DE LA SALLE5;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,241752;45,5025693
MI1M084005;201617;NORD OVEST;20146;F205;;;SCUOLA SECONDARIA DI 1° GR. S. ANGELA MERICI;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;IST.SANTANGELAMERICI@TIN.IT;Non Disponibile;V. VESPRI SICILIANI 55;MILANO;LOMBARDIA;SI;WWW.ORSOLINEMERICI.IT;False;9,1465727;45,4516456
MI1E02200L;201617;NORD OVEST;20139;F205;;;"SCUOLA ELEM.PAR.""A.LIMONTA""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA TAGLIAMENTO12;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,21351;45,44362
MIPQ01500X;201617;NORD OVEST;20132;F205;;;ISTITUTO PREZIOSISSIMO SANGUE - LICEO PARITARIO DELLE SCIENZE UMANE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;SEGRETERIASCUOLA.MI@PREZIOSINE.IT;Non Disponibile;VIA RICCARDI 5;MILANO;LOMBARDIA;SI;liceoscienzeumane.preziosine.it;False;9,2390907;45,5015277
MI1A01300X;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA BARONI85;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE38@comune.milano.it;Non Disponibile;VIA BARONI85;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,170354399999999;45,40540060000001
MI1A091005;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA MEMMI10/1;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE41@comune.milano.it;Non Disponibile;VIA MEMMI10/1;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1890431;45,4627939
MIPS74500L;201617;NORD OVEST;20124;F205;;;LICEO SCIENTIFICO MARIA CONSOLATRICE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;V. M. GIOIA 51;MILANO;LOMBARDIA;SI;www.consolatricemilano.it;False;9,198365;45,4876866
MI1A110009;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA PARENZO12;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE43@comune.milano.it;Non Disponibile;VIA PARENZO12;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1410518;45,4405249
MI1A02200P;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA BRANCA2;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE51@comune.milano.it;Non Disponibile;VIA BRANCA2;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1337122;45,4671826
MI1A026002;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA CAPPONI18/22;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE59@comune.milano.it;Non Disponibile;VIA CAPPONI18/22;MILANO;LOMBARDIA;SI;www.comune.milano.it;False;9,1588098;45,4696712
MI1A146004;201617;NORD OVEST;20100;F205;;;SCUOLA DELL'INFANZIA COMUNALE VIA SOFFREDINI23;;MILANO;SCUOLA INFANZIA NON STATALE;;;ED.InfanziaUE14@comune.milano.it;Non Disponibile;VIA SOFFREDINI23;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2237426;45,51537279999999
MI1A20700A;201617;NORD OVEST;20124;F205;;;"SCUOLA DELL'INFANZIA ""SAN GIOACHIMO""";;MILANO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;ASSOSANG@PECANCIT.IT;VIA FILZI 1;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1984794;45,4818854
MI1A569008;201617;NORD OVEST;20127;F205;;;PICCOLI SOGNI;;MILANO;SCUOLA INFANZIA NON STATALE;;;INFO@ISTITUTOSTUDIOLAVORO.IT;Non Disponibile;VIA TERMOPILI7;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2200107;45,4915096
MI1M091008;201617;NORD OVEST;20157;F205;;;SCUOLA SECONDARIA DI 1° GR. PASTOR ANGELICUS;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;V. CITTADINI 5;MILANO;LOMBARDIA;SI;www.pastorangelicus.it;False;9,127189999999999;45,51435499999999
