CODICESCUOLA;ANNOSCOLASTICO;AREAGEOGRAFICA;CAPSCUOLA;CODICECOMUNESCUOLA;CODICEISTITUTORIFERIMENTO;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECARATTERISTICASCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDICAZIONESEDEDIRETTIVO;INDICAZIONESEDEOMNICOMPRENSIVO;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SEDESCOLASTICA;SITOWEBSCUOLA;bStatale;Long;Lat
TOAA88401C;201617;NORD OVEST;10139;L219;TOIC88400G;I.C. TORINO - CORSO RACCONIGI;I.C. RACCONIGI- F.QUARANTA;NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOIC88400G@istruzione.it;Non Disponibile;VIA BARDONECCHIA 36/A;TORINO;PIEMONTE;SI;http//www.icracconigi.gov.it;True;7,644706999999999;45,07278549999999
TOAA819019;201617;NORD OVEST;10126;L219;TOIC81900C;"I.C. TORINO - ""MANZONI""";I.C. MANZONI - V. PIETRO GIURIA;NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOIC81900C@istruzione.it;Non Disponibile;VIA PIETRO GIURIA 43;TORINO;PIEMONTE;SI;www.icmanzoni.gov.it;True;7,677385599999999;45,04608349999999
TOAA86602X;201617;NORD OVEST;10127;L219;TOIC866002;"I.C. TORINO - ""CAIROLI""";"I.C CAIROLI ""LA GIOSTRA""";NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOIC866002@istruzione.it;Non Disponibile;VIA MONASTIER 17/9;TORINO;PIEMONTE;SI;www.scuolacairoli.it;True;12,4445263;45,6363043
TOEE8A202R;201617;NORD OVEST;10127;L219;TOIC8A200N;I.C. TORINO - PEYRON;I.C. TO PEYRON -V. VENTIMIGLIA;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC8A200N@istruzione.it;Non Disponibile;VIA VENTIMIGLIA 128;TORINO;PIEMONTE;SI;www.icpeyron.gov;True;7,668649999999999;45,02544
TOEE82001P;201617;NORD OVEST;10135;L219;TOIC82000L;"I.C. TORINO - ""SALVEMINI""";I.C. SALVEMINI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC82000L@istruzione.it;Non Disponibile;VIA NEGARVILLE 30/6;TORINO;PIEMONTE;SI;http//www.ic-salvemini-torino.it;True;7,611720500000001;45,0209608
TOMM058004;201617;NORD OVEST;10141;L219;TOMM058004;TORINO - PEROTTI;TORINO - PEROTTI;NORMALE;TORINO;SCUOLA PRIMO GRADO;SI;Non Disponibile;TOMM058004@istruzione.it;tomm058004@pec.istruzione.it;VIA TOFANE 22;TORINO;PIEMONTE;SI;www.mediaperotti.it;True;7,6344796;45,0659141
TOMM88401L;201617;NORD OVEST;10139;L219;TOIC88400G;I.C. TORINO - CORSO RACCONIGI;IC C.RACCONIGI-V.LUSERNA R. -TO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC88400G@istruzione.it;Non Disponibile;VIA LUSERNA DI RORA' 14;TORINO;PIEMONTE;SI;htt//www.icracconigi.gov.it;True;7,6477659;45,0674125
TOTD090008;201617;NORD OVEST;10129;L219;TOTD090008;ITC G. SOMMEILLER;ITC G. SOMMEILLER;NORMALE;TORINO;ISTITUTO TECNICO COMMERCIALE;SI;Non Disponibile;TOTD090008@istruzione.it;totd090008@pec.istruzione.it;CORSO DUCA DEGLI ABRUZZI 20;TORINO;PIEMONTE;SI;www.sommeiller.it;True;7,663079700000001;45,0637058
TOMM00900V;201617;NORD OVEST;10137;L219;TOMM00900V;TORINO - CADUTI DI CEFALONIA;TORINO - CADUTI DI CEFALONIA;NORMALE;TORINO;SCUOLA PRIMO GRADO;SI;Non Disponibile;TOMM00900V@istruzione.it;tomm00900v@pec.istruzione.it;VIA BALTIMORA 110;TORINO;PIEMONTE;SI;www.cadutidicefalonia.gov.it;True;7,63871;45,04593
TOEE82003R;201617;NORD OVEST;10135;L219;TOIC82000L;"I.C. TORINO - ""SALVEMINI""";I.C. SALVEMINI-PRIM. C. MIR;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC82000L@istruzione.it;Non Disponibile;STRADA CASTELLO MIRAFIORI 45;TORINO;PIEMONTE;SI;http//www.ic-salvemini-torino.it;True;7,62946;45,01198
TOEE004041;201617;NORD OVEST;10147;L219;TOEE00400R;"D.D. TORINO - ""ALLIEVO""";ALLIEVO-FRANCHETTI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE00400R@istruzione.it;Non Disponibile;VIA RANDACCIO 60;TORINO;PIEMONTE;SI;www.circolodidatticoallievotorino.gov.it;True;7,683380499999999;45,1003506
TOEE82002Q;201617;NORD OVEST;10135;L219;TOIC82000L;"I.C. TORINO - ""SALVEMINI""";I.C. SALVEMINI - ELSA MORANTE;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC82000L@istruzione.it;Non Disponibile;PIAZZETTA JONA 4;TORINO;PIEMONTE;SI;http//www.ic-salvemini-torino.it;True;7,61408;45,01974
TOEE03402P;201617;NORD OVEST;10146;L219;TOEE03400L;CIRCOLO DIDATTICO J.KENNEDY;J.DEWEY;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE03400L@istruzione.it;Non Disponibile;VIA PASSONI 9;TORINO;PIEMONTE;SI;www.scuola-kennedy.gov.it;True;7,6182428;45,083063
TOTD290002;201617;NORD OVEST;10151;L219;TOTD290002;RUSSELL - MORO;RUSSELL - MORO;NORMALE;TORINO;ISTITUTO TECNICO COMMERCIALE;SI;Non Disponibile;TOTD290002@istruzione.it;totd290002@pec.istruzione.it;CORSO MOLISE 58;TORINO;PIEMONTE;SI;www.russell-moro.gov.it;True;7,6385733;45,1039344
TOEE8A201Q;201617;NORD OVEST;10127;L219;TOIC8A200N;I.C. TORINO - PEYRON;I.C. TO PEYRON - RE UMBERTO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC8A200N@istruzione.it;Non Disponibile;VIA NIZZA 395;TORINO;PIEMONTE;SI;www.icpeyron.gov.it;True;7,662212299999998;45,0182041
TOTL02000C;201617;NORD OVEST;10152;L219;TOTL02000C;G. GUARINI;G. GUARINI;NORMALE;TORINO;ISTITUTO TECNICO PER GEOMETRI;SI;Non Disponibile;TOTL02000C@istruzione.it;totl02000c@pec.istruzione.it;VIA SALERNO 60;TORINO;PIEMONTE;SI;www.itgguarini.it;True;7,677486999999999;45,0848244
TOAA064018;201617;NORD OVEST;10141;L219;TOEE06400C;"D.D. TORINO - ""TOSCANINI""";"TOSCANINI - ""ROUSSEAU""";NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOEE06400C@istruzione.it;Non Disponibile;VIA DELLEANI 25;TORINO;PIEMONTE;SI;DIREZIONEDIDATTICATOSCANINI.IT;True;7,6341633;45,06741359999999
TOMM808013;201617;NORD OVEST;10156;L219;TOIC808002;"I.C. TORINO - ""L. DA VINCI""";I.C. L. DA VINCI - TORINO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC808002@istruzione.it;Non Disponibile;VIA DEGLI ABETI 13;TORINO;PIEMONTE;SI;www.leonardodavincitorino.net;True;7,70958;45,13076
TOTD067018;201617;NORD OVEST;10146;L219;TOIS067002;I.I.S. CURIE - LEVI;"I.T.S.S.E. ""C.LEVI""";NORMALE;TORINO;ISTITUTO TECNICO COMMERCIALE;NO;Non Disponibile;TOIS067002@istruzione.it;Non Disponibile;VIA MADONNA DE LA SALETTE 29;TORINO;PIEMONTE;SI;www.iiscurielevi.gov.it;True;7,61779;45,07741
TOMM00400Q;201617;NORD OVEST;10137;L219;TOMM00400Q;TORINO - ANTONELLI;TORINO - ANTONELLI;NORMALE;TORINO;SCUOLA PRIMO GRADO;SI;Non Disponibile;TOMM00400Q@istruzione.it;tomm00400q@pec.istruzione.it;VIA L. LANFRANCO 2 (EX V. FILADELFIA);TORINO;PIEMONTE;SI;www.mediantonelli.gov.it;True;7,644998500000001;45,0416342
TOPS22000X;201617;NORD OVEST;10156;L219;TOPS22000X;GIORDANO BRUNO;GIORDANO BRUNO;NORMALE;TORINO;LICEO SCIENTIFICO;SI;Non Disponibile;TOPS22000X@istruzione.it;tops22000x@pec.istruzione.it;VIA MARINUZZI 1 - TORINO;TORINO;PIEMONTE;SI;www.gbruno.it;True;7,707391400000001;45,118933
TOPS05801N;201617;NORD OVEST;10139;L219;TOIS058007;I.I.S. SANTORRE DI SANTAROSA;LICEO S. SANTAROSA;NORMALE;TORINO;LICEO SCIENTIFICO;NO;Non Disponibile;TOIS058007@istruzione.it;Non Disponibile;C.SO PESCHIERA 230;TORINO;PIEMONTE;SI;www.santorre.it;True;7,641962899999998;45,0681326
TOEE06403G;201617;NORD OVEST;10142;L219;TOEE06400C;"D.D. TORINO - ""TOSCANINI""";TOSCANINI-DAL PIAZ;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE06400C@istruzione.it;Non Disponibile;VIA D' ALBERTIS 22;TORINO;PIEMONTE;SI;WWW.DIREZIONEDIDATTICATOSCANINI.IT;True;7,6303855;45,0604604
TORC05401V;201617;NORD OVEST;10125;L219;TOIS05400X;I.I.S. C.I. GIULIO;IST.PROF. SERV. COMM. E SOC. C.I. GIULIO;NORMALE;TORINO;IST PROF PER I SERVIZI COMMERCIALI E TURISTICI;NO;Non Disponibile;TOIS05400X@istruzione.it;Non Disponibile;VIA G.BIDONE 11;TORINO;PIEMONTE;SI;www.istitutogiulio.it;True;7,6772984;45,0529957
TOAA01803L;201617;NORD OVEST;10131;L219;TOEE01800P;"D.D. TORINO - ""D'AZEGLIO""";D'AZEGLIO - VILLA GENERO;NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOEE01800P@istruzione.it;Non Disponibile;STRADA SANTA MARGHERITA 177;TORINO;PIEMONTE;SI;www.scuolarobertodazeglio.gov.it;True;7,716792;45,0532767
TOPS20000P;201617;NORD OVEST;10122;L219;TOPS20000P;UMBERTO I;UMBERTO I;ANNESSO A CONVITTO;TORINO;LICEO SCIENTIFICO;NO;Non Disponibile;TOPS20000P@istruzione.it;Non Disponibile;VIA BLIGNY 1 BIS;TORINO;PIEMONTE;SI;www.cnuto.gov.it;True;7,6759051;45,0749127
TOAA80801V;201617;NORD OVEST;10156;L219;TOIC808002;"I.C. TORINO - ""L. DA VINCI""";"I.C. L.DA VINCI ""R.LUXEMBURG""";NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOIC808002@istruzione.it;Non Disponibile;VIA ABETI 15;TORINO;PIEMONTE;SI;www.icsleonardodavincitorino.net;True;7,710404199999998;45,1307126
TOEE06401D;201617;NORD OVEST;10141;L219;TOEE06400C;"D.D. TORINO - ""TOSCANINI""";TOSCANINI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE06400C@istruzione.it;Non Disponibile;VIA TOFANE 28;TORINO;PIEMONTE;SI;WWW.DIREZIONEDIDATTICATOSCANINI.IT;True;7,633762000000001;45,0663197
TOTD054016;201617;NORD OVEST;10125;L219;TOIS05400X;I.I.S. C.I. GIULIO;I.T. ECONOMICO IND. TURISMO C.I. GIULIO;NORMALE;TORINO;ISTITUTO TECNICO COMMERCIALE;NO;Non Disponibile;TOIS05400X@istruzione.it;Non Disponibile;VIA BIDONE 11;TORINO;PIEMONTE;SI;www.istitutogiulio.it;True;7,6772984;45,0529957
TOAA01802G;201617;NORD OVEST;10131;L219;TOEE01800P;"D.D. TORINO - ""D'AZEGLIO""";D'AZEGLIO - SANTA MARGHERITA;NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOEE01800P@istruzione.it;Non Disponibile;STRADA S.VINCENZO N. 144;TORINO;PIEMONTE;SI;www.scuolarobertodazeglio.gov.it;True;7,718590000000001;45,05189
TOEE866025;201617;NORD OVEST;10127;L219;TOIC866002;"I.C. TORINO - ""CAIROLI""";IC CAIROLI - CAIROLI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC866002@istruzione.it;Non Disponibile;VIA TORRAZZA PIEMONTE 10;TORINO;PIEMONTE;SI;www.scuolacairoli.it;True;7,656239999999999;45,01665999999999
TOEE01404G;201617;NORD OVEST;10135;L219;TOEE01400B;"D.D. TORINO - ""COLLODI""";COLLODI - RODARI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE01400B@istruzione.it;Non Disponibile;VIA PIACENZA 16;TORINO;PIEMONTE;SI;www.scuolaelementarecolloditorino.it;True;7,6469094;45,0202391
TOTF14000A;201617;NORD OVEST;10148;L219;TOTF14000A;C. GRASSI;C. GRASSI;NORMALE;TORINO;ISTITUTO TECNICO INDUSTRIALE;SI;Non Disponibile;TOTF14000A@istruzione.it;totf14000a@pec.istruzione.it;VIA VERONESE 305;TORINO;PIEMONTE;SI;http//www.itisgrassi.it;True;7,661804099999999;45,1110202
TOEE011011;201617;NORD OVEST;10137;L219;TOEE01100X;"D.D. TORINO - ""CASALEGNO""";CASALEGNO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE01100X@istruzione.it;Non Disponibile;VIA ACCIARINI 20;TORINO;PIEMONTE;SI;http//www.ddcasalegno.gov.it;True;7,641442899999999;45,0408812
TOPS270001;201617;NORD OVEST;10131;L219;TOPS270001;SC.INTERN.EUROPEA STAT.A.SPINELLI;SC.INTERN.EUROPEA STAT.A.SPINELLI;NORMALE;TORINO;LICEO SCIENTIFICO;SI;TOPS270001;TOPS270001@istruzione.it;tops270001@pec.istruzione.it;VIA FIGLIE DEI MILITARI 25;TORINO;PIEMONTE;SI;www.istitutoaltierospinelli.eu;True;7,7096435;45,0643227
TOMM256006;201617;NORD OVEST;10149;L219;TOMM256006;TORINO - PIER GIORGIO FRASSATI;TORINO - PIER GIORGIO FRASSATI;NORMALE;TORINO;SCUOLA PRIMO GRADO;SI;Non Disponibile;TOMM256006@istruzione.it;tomm256006@pec.istruzione.it;VIA TIRABOSCHI 33;TORINO;PIEMONTE;SI;www.scuolafrassatitorino.gov.it;True;7,659627299999999;45,0976033
TOEE866014;201617;NORD OVEST;10127;L219;TOIC866002;"I.C. TORINO - ""CAIROLI""";IC CAIROLI V. RISMONDO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC866002@istruzione.it;Non Disponibile;VIA RISMONDO 68;TORINO;PIEMONTE;SI;www.scuolacairoli.it;True;7,650659999999999;45,01325
TOEE808025;201617;NORD OVEST;10156;L219;TOIC808002;"I.C. TORINO - ""L. DA VINCI""";I.C. L.DA VINCI - AMBROSINI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC808002@istruzione.it;Non Disponibile;VIA DEI PIOPPI 45;TORINO;PIEMONTE;SI;http//icleonardodavincitorino.it/index.html;True;7,71229;45,12635
TOAA01101Q;201617;NORD OVEST;10137;L219;TOEE01100X;"D.D. TORINO - ""CASALEGNO""";CASALEGNO - VIOLETA PARRA;NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOEE01100X@istruzione.it;Non Disponibile;VIA BOSTON 33;TORINO;PIEMONTE;SI;http//www.ddcasalegno.gov.it;True;7,6415;45,04048
TORH04201T;201617;NORD OVEST;;L219;TOIS04200N;I.I.S. G. GIOLITTI;IP SERV ALB. E RIST. G. GIOLITTI;NORMALE;TORINO;IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE;NO;Non Disponibile;TOIS04200N@istruzione.it;Non Disponibile;VIA ALASSIO 20;TORINO;PIEMONTE;SI;www.istitutogiolitti.gov.it;True;7,668836700000001;45,03936909999999
TOMM25400E;201617;NORD OVEST;10129;L219;TOMM25400E;TORINO - FOSCOLO;TORINO - FOSCOLO;NORMALE;TORINO;SCUOLA PRIMO GRADO;SI;Non Disponibile;TOMM25400E@istruzione.it;tomm25400e@pec.istruzione.it;VIA PIAZZI 57;TORINO;PIEMONTE;SI;http//www.scuolafoscolo.gov.it;True;7,658464500000001;45,0518284
TOEE808014;201617;NORD OVEST;10156;L219;TOIC808002;"I.C. TORINO - ""L. DA VINCI""";I.C. L.DA VINCI - NERUDA;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC808002@istruzione.it;Non Disponibile;VIA ABETI 13;TORINO;PIEMONTE;SI;http//icleonardodavincitorino.it/index.html;True;7,70958;45,13076
TOPM120004;201617;NORD OVEST;10138;L219;TOPM120004;D.BERTI;D.BERTI;NORMALE;TORINO;ISTITUTO MAGISTRALE;SI;Non Disponibile;TOPM120004@istruzione.it;topm120004@pec.istruzione.it;VIA DUCHESSA JOLANDA 27 BIS;TORINO;PIEMONTE;SI;http//www.liceoberti.gov.it;True;7,6580495;45,0753762
TOMM866013;201617;NORD OVEST;10127;L219;TOIC866002;"I.C. TORINO - ""CAIROLI""";I.C. CAIROLI-VIA TORRAZZA P.TE;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC866002@istruzione.it;Non Disponibile;VIA TORRAZZA P.TE N. 10;TORINO;PIEMONTE;SI;www.scuolacairoli.it;True;7,656239999999999;45,01665999999999
TOEE024024;201617;NORD OVEST;10146;L219;TOEE024002;"D.D. TORINO - ""DUCA D'AOSTA""";DUCA D'AOSTA-ARMSTRONG;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE024002@istruzione.it;Non Disponibile;CORSO MONTE GRAPPA 81;TORINO;PIEMONTE;SI;www.ddducadaosta.it;True;7,6386715;45,0830834
TOTD04201X;201617;NORD OVEST;10126;L219;TOIS04200N;I.I.S. G. GIOLITTI;I.T. TURISTICO IND. TURISMO G. GIOLITTI;NORMALE;TORINO;ISTITUTO TECNICO COMMERCIALE;NO;Non Disponibile;TOIS04200N@istruzione.it;Non Disponibile;VIA ALASSIO 20;TORINO;PIEMONTE;SI;www.istitutogiolitti.org;True;7,668836700000001;45,03936909999999
TOTF048015;201617;NORD OVEST;10148;L219;TOIS04800L;I.I.S. R. ZERBONI;R. ZERBONI;NORMALE;TORINO;ISTITUTO TECNICO INDUSTRIALE;NO;Non Disponibile;TOIS04800L@istruzione.it;Non Disponibile;VIA P. DELLA CELLA 3;TORINO;PIEMONTE;SI;IISZerboni;True;7,6786276;45,1048777
TOEE01805X;201617;NORD OVEST;10133;L219;TOEE01800P;"D.D. TORINO - ""D'AZEGLIO""";D'AZEGLIO-DON BOSCO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE01800P@istruzione.it;Non Disponibile;VIA MANARA 10;TORINO;PIEMONTE;SI;www.scuolarobertodazeglio.gov.it;True;7,6938118;45,0561319
TOPM050003;201617;NORD OVEST;10125;L219;TOPM050003;REGINA MARGHERITA;REGINA MARGHERITA;NORMALE;TORINO;ISTITUTO MAGISTRALE;SI;Non Disponibile;TOPM050003@istruzione.it;topm050003@pec.istruzione.it;VIA VALPERGA CALUSO 12;TORINO;PIEMONTE;SI;www.istitutoreginamargherita.it;True;7,677446199999999;45,05344669999999
TOEE024013;201617;NORD OVEST;10146;L219;TOEE024002;"D.D. TORINO - ""DUCA D'AOSTA""";DUCA D'AOSTA;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE024002@istruzione.it;Non Disponibile;VIA CAPELLI 51;TORINO;PIEMONTE;SI;www.ddducadaosta.it;True;7,6337547;45,079577
TOEE815017;201617;NORD OVEST;10123;L219;TOIC815005;"I.C. TORINO - ""TOMMASEO""";I.C. TOMMASEO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC815005@istruzione.it;Non Disponibile;VIA DEI MILLE 15;TORINO;PIEMONTE;SI;www.tommaseo.it;True;7,688244199999999;45,06243629999999
TOEE01801Q;201617;NORD OVEST;10131;L219;TOEE01800P;"D.D. TORINO - ""D'AZEGLIO""";D'AZEGLIO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE01800P@istruzione.it;Non Disponibile;VIA SANTORRE DI SANTAROSA11;TORINO;PIEMONTE;SI;www.scuolarobertodazeglio.gov.it;True;7,7015723;45,06248009999999
TOPS020006;201617;NORD OVEST;10122;L219;TOPS020006;A. VOLTA;A. VOLTA;NORMALE;TORINO;LICEO SCIENTIFICO;SI;Non Disponibile;TOPS020006@istruzione.it;tops020006@pec.istruzione.it;VIA JUVARRA 14;TORINO;PIEMONTE;SI;www.liceovoltatorino.it;True;7,671962499999999;45,0741456
TOAA056019;201617;NORD OVEST;10155;L219;TOEE05600D;"D.D. TORINO - ""SABIN""";"""EMANUELE LUZZATI""";NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOEE05600D@istruzione.it;Non Disponibile;VIA RONDISSONE 32;TORINO;PIEMONTE;SI;www.ddsabin.it;True;7,69056;45,0973289
TOMM80501G;201617;NORD OVEST;10156;L219;TOIC80500E;"I.C. TORINO - ""CENA""";I.C.CENA-MARTIRI MARTINETTO-TO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC80500E@istruzione.it;Non Disponibile;STRADA S. MAURO 24;TORINO;PIEMONTE;SI;share.dschola.it/cenatorino/default.aspx;True;7,725975099999999;45,09965589999999
TOTE058011;201617;NORD OVEST;10139;L219;TOIS058007;I.I.S. SANTORRE DI SANTAROSA;SANTORRE DI SANTAROSA;NORMALE;TORINO;ISTITUTO TECNICO PER ATTIVITA' SOCIALI (GIA' ITF);NO;Non Disponibile;TOIS058007@istruzione.it;Non Disponibile;CORSO PESCHIERA 230;TORINO;PIEMONTE;SI;www.santorre.it;True;7,641962899999998;45,0681326
TOEE018061;201617;NORD OVEST;10131;L219;TOEE01800P;"D.D. TORINO - ""D'AZEGLIO""";D'AZEGLIO- SAN GIACOMO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE01800P@istruzione.it;Non Disponibile;STRADA SAN VINCENZO 44;TORINO;PIEMONTE;SI;www.scuolarobertodazeglio.gov.it;True;7,7157861;45,0470677
TOEE024035;201617;NORD OVEST;10146;L219;TOEE024002;"D.D. TORINO - ""DUCA D'AOSTA""";DUCA D'AOSTA - CALVINO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE024002@istruzione.it;Non Disponibile;VIA ZUMAGLIA 41;TORINO;PIEMONTE;SI;www.ddducadaosta.it;True;7,6436971;45,08028729999999
TORI048018;201617;NORD OVEST;10148;L219;TOIS04800L;I.I.S. R. ZERBONI;R. ZERBONI;NORMALE;TORINO;IST PROF INDUSTRIA E ARTIGIANATO;NO;Non Disponibile;TOIS04800L@istruzione.it;Non Disponibile;VIA P. DELLA CELLA 3;TORINO;PIEMONTE;SI;www.iiszerboni.it;True;7,6786276;45,1048777
TOEE816035;201617;NORD OVEST;10141;L219;TOIC816001;"I.C. TORINO - ""KING-MILA""";PRIMARIA R. AGAZZI-V.CHAMBERY;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC816001@istruzione.it;Non Disponibile;VIA CHAMBERY 33;TORINO;PIEMONTE;SI;icking-to.gov.it;True;7,620199299999999;45,069156
TOTF043012;201617;NORD OVEST;10135;L219;TOIS04300D;I.I.S. PRIMO LEVI;ISTITUTO TECNICO PRIMO LEVI;NORMALE;TORINO;ISTITUTO TECNICO INDUSTRIALE;NO;Non Disponibile;TOIS04300D@istruzione.it;Non Disponibile;CORSO UNIONE SOVIETICA 490;TORINO;PIEMONTE;SI;www.iisprimolevi.it;True;7,6306929;45,0192373
TOAA87601D;201617;NORD OVEST;10124;L219;TOIC87600L;I.C. TORINO - VIA RICASOLI;I.C. VIA RICASOLI -C. REG. MARG;NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOIC87600L@istruzione.it;Non Disponibile;CORSO REGINA MARGHERITA 43;TORINO;PIEMONTE;SI;http//www.ic-viaricasoli-torino.org;True;7,699697899999999;45,0711677
TOEE873028;201617;NORD OVEST;10149;L219;TOIC873005;I.C. TORINO - P. GEMELLI;I.C.PADRE GEMELLI-MARGH.SAVOIA;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC873005@istruzione.it;Non Disponibile;VIA THOUAR 2;TORINO;PIEMONTE;SI;www.padregemelli.it;True;7,655966499999999;45,0915936
TOMM873016;201617;NORD OVEST;10149;L219;TOIC873005;I.C. TORINO - P. GEMELLI;I.C. PADRE GEMELLI - POLA - TO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC873005@istruzione.it;Non Disponibile;VIA FOGLIZZO 15;TORINO;PIEMONTE;SI;www.padregemelli.it;True;7,648635700000001;45,0964797
TOEE816024;201617;NORD OVEST;10142;L219;TOIC816001;"I.C. TORINO - ""KING-MILA""";PRIMARIA KING -C.SO FRANCIA;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC816001@istruzione.it;Non Disponibile;C.SO FRANCIA 377;TORINO;PIEMONTE;SI;icking-to.it;True;7,6094761;45,0739145
TOEE02701E;201617;NORD OVEST;10155;L219;TOEE02700D;"D.D. TORINO - ""FRANK""";FRANK;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE02700D@istruzione.it;Non Disponibile;VIA VALLAURI 24;TORINO;PIEMONTE;SI;wwwannafrank.it;True;7,698010099999999;45,1045934
TOAA06102T;201617;NORD OVEST;10136;L219;TOEE061001;"D.D. TORINO - ""SINIGAGLIA""";"SINIGAGLIA - ""BRUNO MUNARI""";NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOEE061001@istruzione.it;Non Disponibile;VIA ROVERETO 21;TORINO;PIEMONTE;SI;http//share.dschola.it/sinigaglia;True;7,639108299999999;45,05227559999999
TOMM87701D;201617;NORD OVEST;10152;L219;TOIC87700C;I.C. TORINO - REGIO PARCO;I.C. REGIO PARCO-MESSINA/PESARO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC87700C@istruzione.it;Non Disponibile;VIA MESSINA 14;TORINO;PIEMONTE;SI;www.icregioparco.gov.it;True;7,6947427;45,07626519999999
TOMM816012;201617;NORD OVEST;10142;L219;TOIC816001;"I.C. TORINO - ""KING-MILA""";I.C. KING -MILA - TORINO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC816001@istruzione.it;Non Disponibile;VIA GERMONIO 12;TORINO;PIEMONTE;SI;icking-to.gov.it;True;7,6117351;45,066855
TOEE80503P;201617;NORD OVEST;10156;L219;TOIC80500E;"I.C. TORINO - ""CENA""";I.C. CENA - PIETRO MICCA;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC80500E@istruzione.it;Non Disponibile;STRADA BERTOLLA 50;TORINO;PIEMONTE;SI;share.dschola.it/cenatorino/default.aspx;True;7,74399;45,10002
TOPS04301X;201617;NORD OVEST;10135;L219;TOIS04300D;I.I.S. PRIMO LEVI;LICEO SCIENTIFICO PRIMO LEVI;NORMALE;TORINO;LICEO SCIENTIFICO;NO;Non Disponibile;TOIS04300D@istruzione.it;Non Disponibile;C.SO UNIONE SOVIETICA 490;TORINO;PIEMONTE;SI;www.iisprimolevi.it;True;7,6306929;45,0192373
