CODICEIDENTIFICATIVOFARMACIA;CODFARMACIAASSEGNATODAASL;INDIRIZZO;DESCRIZIONEFARMACIA;PARTITAIVA;CAP;CODICECOMUNEISTAT;DESCRIZIONECOMUNE;FRAZIONE;CODICEPROVINCIAISTAT;SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;CODICEREGIONE;DESCRIZIONEREGIONE;DATAINIZIOVALIDITA;DATAFINEVALIDITA;DESCRIZIONETIPOLOGIA;CODICETIPOLOGIA;orig_lat;orig_long;LOCALIZE;indirizzo_query;arcGIS_response;Long;Lat;nome_citta
16863;0;Via Delle Cave Monteripaldi, 27;Comunale N.14;2182340485;50125;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.77041;11.255036800000001;1;Via Delle Cave Monteripaldi, 27, 50125, FIRENZE;Via delle Cave di Monteripaldi 27, 50125, Firenze;11,256148110739252;43,73599206633389;FIRENZE
16864;0;Via Gabriele D'Annunzio, 55/r;Comunale N.11;2182340485;50135;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.80814095;11.12384585;1;Via Gabriele D'Annunzio, 55/r, 50135, FIRENZE;Via Gabriele D'Annunzio 55, 50135, Firenze;11,32071368192055;43,78276530697095;FIRENZE
16865;0;Piazza Santa Maria Novella, 13 (Int. Stazione);Comunale N.13;2182340485;50123;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.77041;11.255036800000001;1;Piazza Santa Maria Novella, 13 (Int. Stazione), 50123, FIRENZE;Piazza di Santa Maria Novella 13, 50123, Firenze;11,249022206763295;43,77355692423106;FIRENZE
16866;0;Piazza Nazario Sauro, 6r;Comunale N.1;2182340485;50124;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.7693532407;11.2467249305;1;Piazza Nazario Sauro, 6r, 50124, FIRENZE;Piazza Nazario Sauro 6R, 50125, Firenze;11,246773293310671;43,769358833867344;FIRENZE
16867;0;Viale Europa, 191;Comunale N.10;2182340485;50126;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.756404700000004;11.2904383;1;Viale Europa, 191, 50126, FIRENZE;Viale Europa 191, 50126, Firenze;11,297448188729875;43,75705043104036;FIRENZE
16868;0;Via Aretina, 250;Comunale N.9;2182340485;50136;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.7674798;11.30205985;1;Via Aretina, 250, 50136, FIRENZE;Via Aretina 250, 50136, Firenze;11,30567301526344;43,76710558006813;FIRENZE
16869;0;Via Di Bellariva, 23;Comunale N.12;2182340485;50136;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.77041;11.255036800000001;1;Via Di Bellariva, 23, 50136, FIRENZE;Via della Bellariva 23, 50136, Firenze;11,28585776588382;43,767599175688154;FIRENZE
16870;0;Via Guilla, 4/6;Comunale N.4;2182340485;50126;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.741419079399996;11.290678834000001;1;Via Guilla, 4/6, 50126, FIRENZE;Via Guilla 4, 50125, Firenze;11,290709855531233;43,74209090230249;FIRENZE
16871;0;Via Tagliamento, 7 (Sorgane);Comunale N.17;2182340485;50120;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.771033200000005;11.2480006;1;Via Tagliamento, 7 (Sorgane), 50120, FIRENZE;Via Tagliamento 7, 50126, Firenze;11,305845617000324;43,75157713266779;FIRENZE
16872;0;Viale Calatafimi, 6/8 R 2a/r;Comunale N.6;2182340485;50137;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.7826308875;11.287288943900002;1;Viale Calatafimi, 6/8 R 2a/r, 50137, FIRENZE;Viale Calatafimi 6, 50137, Firenze;11,286590075364929;43,781951389116536;FIRENZE
18579;0;Borgo Ognissanti, 44/48 R;D'OGNISSANTI D.SSA CHIARA PASQUETT;6119330485;50123;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/03/2011;-;Ordinaria;1;43.77041;11.255036800000001;1;Borgo Ognissanti, 44/48 R, 50123, FIRENZE;Borgo Ognissanti 44, 50123, Firenze;11,245557142939553;43,772546577298144;FIRENZE
9082;0;Via G. Branca, 62;AMOROSO SACCHETTA GIOVANNI;1241670585;153;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/10/2010;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via G. Branca, 62, 153, ROMA;Via Giovanni Branca 62, 00153, Roma;12,475741196635752;41,8810142930925;ROMA
9083;0;Via Tagliamento, 58/60;BONSIGNORI GIUSEPPE;1405530583;198;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.4614273073;12.6886350499;1;Via Tagliamento, 58/60, 198, ROMA;Via Tagliamento 58, 00198, Roma;12,50436593672454;41,920990145709524;ROMA
9084;0;Via dei Serpenti, 177;ENEI LILIANA;988150587;184;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2007;-;Ordinaria;1;41.8961570812;12.4902049403;1;Via dei Serpenti, 177, 184, ROMA;Via dei Serpenti 177, 00184, Roma;12,4908885895032;41,89429453205611;ROMA
9085;0;PIAZZA SAN BARTOLOMEO ALL'ISOLA, 39;FATEBENEFRATELLI;989031000;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/03/2013;-;Ordinaria;1;41.9236809188;12.5711488039;1;PIAZZA SAN BARTOLOMEO ALL'ISOLA, 39, 186, ROMA;Piazza di San Bartolomeo all'Isola 39, 00186, Roma;12,477587817256888;41,890346279698726;ROMA
9086;0;Piazza San Cosimato, 34-35 (Mercato);PELLEGRINI EREDI DR. CARLO PELLEGRINI DI A. E G. PELLEGRINI & C. SNC;12579131009;153;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.88617525;12.4693531;1;Piazza San Cosimato, 34-35 (Mercato), 153, ROMA;Piazza di San Cosimato 34, 00153, Roma;12,46923196543375;41,88750100943506;ROMA
9087;0;Via Nazionale, 228;PIRAM ALBERTO;9709071006;184;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/05/2008;-;Ordinaria;1;41.8984581194;12.4897895777;1;Via Nazionale, 228, 184, ROMA;Via Nazionale 228, 00184, Roma;12,49324150790586;41,90075998917995;ROMA
9088;0;Via S. Gallicano, 23;SAN GALLICANO IFO 319 - GESTIONE FARMACIA IGEA SNC;1033011006;153;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2016;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via S. Gallicano, 23, 153, ROMA;Via di San Gallicano 23, 00153, Roma;12,472943668878818;41,887914265335546;ROMA
9089;0;Via del Corso, 498;SAN GIACOMO SNC DI TOMADINI GIUSEPPINA;10337271000;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2010;-;Ordinaria;1;41.8990746991;12.4812067939;1;Via del Corso, 498, 186, ROMA;Via del Corso 498, 00186, Roma;12,477366188729892;41,90814603497029;ROMA
9090;0;Via del Gambero, 13 A;ANTICA FARMACIA REALE DELLA DR.SSA CLELIA ORLANDI E C. SAS;10218961000;187;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2011;-;Ordinaria;1;41.9030548351;12.4803925827;1;Via del Gambero, 13 A, 187, ROMA;Via del Gambero 13A, 00187, Roma;12,4801904023025;41,90333617929483;ROMA
9091;0;Via Gargano, 50;SEVERI SILVESTRINI CORRADO;13480501009;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.9354751;12.53437435;1;Via Gargano, 50, 141, ROMA;Via Gargano 50, 00141, Roma;12,53420469830919;41,936798378296494;ROMA
9092;0;Piazza S. Lorenzo in Lucina, 27;Sbarigia Sas;10218961000;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2010;-;Ordinaria;1;41.9236809188;12.5711488039;1;Piazza S. Lorenzo in Lucina, 27, 186, ROMA;Piazza di San Lorenzo in Lucina 27, 00186, Roma;12,477914843181974;41,90364643297363;ROMA
9093;0;Piazza Lecce, 13/14;PIAZZA LECCE SNC DEL DR.  ERNESTO ROSSI;7815840637;161;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/03/2011;-;Ordinaria;1;41.9107068365;12.5160083672;1;Piazza Lecce, 13/14, 161, ROMA;Piazza Lecce 13, 00161, Roma;12,516487941716207;41,911021990564926;ROMA
9094;0;Viale Jonio, 353;SANT'ANTONIO DI DANIELA COSTANZO & C. SAS;5798621008;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/04/2015;-;Ordinaria;1;41.4602116226;12.6744124752;1;Viale Jonio, 353, 141, ROMA;Viale Jonio 353, 00141, Roma;12,529217124993085;41,94567251457096;ROMA
9095;0;Via di Capo Le Case, 47;SANTI ANNA LAURA;765920582;187;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via di Capo Le Case, 47, 187, ROMA;Via di Capo le Case 47, 00187, Roma;12,484725841797006;41,903931310577626;ROMA
9096;0;Piazza Santiago del Cile, 23;PARIOLI DEL DR. RECCHI FRANCESCHINI RINALDO SAS;12726921005;197;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.9295427412;12.483860272;1;Piazza Santiago del Cile, 23, 197, ROMA;Piazza Santiago del Cile 23, 00197, Roma;12,486954518754553;41,925933334727866;ROMA
9097;0;Viale Regina Margherita, 221/223;PIAZZA REGINA MARGHERITA DEL DOTT. EMILIO MANFREDI;11118071007;198;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/03/2011;-;Ordinaria;1;41.8097841716;12.6808425573;1;Viale Regina Margherita, 221/223, 198, ROMA;Viale Regina Margherita 221, 00198, Roma;12,506418104910868;41,913283830140244;ROMA
9098;0;Via Rapagnano, 2;EREDI SIMEONI LUIGI;8932711008;138;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/06/2006;-;Ordinaria;1;41.9829307467;12.5133274116;1;Via Rapagnano, 2, 138, ROMA;Via Rapagnano 2, 00138, Roma;12,513350468347936;41,98426900943506;ROMA
9099;0;Via G.B. Morgagni, 30;VITI DE ANGELIS FRANCESCO PAOLO CLAUDIO;8425831008;161;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/02/2008;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via G.B. Morgagni, 30, 161, ROMA;Via Giovanni Battista Morgagni 30, 00161, Roma;12,510996606295846;41,90994903191185;ROMA
9100;0;Piazza di Trevi, 89;CIOTTI ALESSANDRA;9052501005;187;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/04/2007;-;Ordinaria;1;41.9010597;12.4829092;1;Piazza di Trevi, 89, 187, ROMA;Piazza di Trevi 89, 00187, Roma;12,48362309033991;41,900947040798656;ROMA
9101;0;Via Migiurtina, 43/45;CHIMENTI BRUNO;949980585;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/10/2010;-;Ordinaria;1;41.9304432;12.5216696;1;Via Migiurtina, 43/45, 199, ROMA;Via Migiurtinia 43, 00199, Roma;12,521633537740245;41,930453451843746;ROMA
9102;0;Via Libia, 225-227;SAN STANISLAO SAS DI ROMEO CARMELA GIULIA & C. SAS;12439401006;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via Libia, 225-227, 199, ROMA;Viale Libia 225, 00199, Roma;12,520187481678144;41,93272711962603;ROMA
9103;0;Via Ettore Romagnoli, 76/78;SERLENGA TOMMASO;2386100586;137;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.9434803;12.54768285;1;Via Ettore Romagnoli, 76/78, 137, ROMA;Via Ettore Romagnoli 76, 00137, Roma;12,547642321541892;41,94322980544174;ROMA
9104;0;Via Montaione, 68/70;MARZOLI 2 SAS;13591141000;139;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via Montaione, 68/70, 139, ROMA;Via Montaione 68, 00139, Roma;12,515811322926874;41,95118792200935;ROMA
9105;0;Via Val di Non, 10;CONCA D'ORO SNC DEI DR.I MIGLIORINO M.GABRIELLA ED EUG CIRO CALIANDRO;712290584;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/03/2013;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via Val di Non, 10, 141, ROMA;Via Val di Non 10, 00141, Roma;12,51732714778699;41,944516449073795;ROMA
9106;0;Largo Arenula, 36;ANTICA FARMACIA TORRE ARGENTINA SAS DI BORBOTTI GIUSEPPINA;10017011007;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/09/2015;-;Ordinaria;1;41.89496;12.4760912;1;Largo Arenula, 36, 186, ROMA;Largo Arenula 36, 00186, Roma;12,476188634103782;41,894773024772725;ROMA
9107;0;Via S. Francesco a Ripa, 131;ANTICA FARMACIA SAN FRANCESCO DELLA DR.SSA CLELIA ORLANDI E C. SAS;11961311005;153;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via S. Francesco a Ripa, 131, 153, ROMA;Via di San Francesco a Ripa 131, 00153, Roma;12,471889295862447;41,88696386955394;ROMA
9108;0;Via D. Morichini, 24/26;IPPOCRATE SNC DI FRANCESCO MARIA DE BELLA E C.;12668721009;161;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via D. Morichini, 24/26, 161, ROMA;Via Gaetano Morichini 24, 00042, Anzio, Roma;12,641623499884446;41,47391816374292;ROMA
9109;0;Via S. Croce in Gerusalemme, 22/A;STRAMPELLI SAS;11591621005;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via S. Croce in Gerusalemme, 22/A, 185, ROMA;Piazza di Santa Croce in Gerusalemme 22, 00185, Roma;12,515316873843481;41,88881840153609;ROMA
9110;0;Via Radicofani, 206/a (B.ta Fidene);CALVANI SNC DI CASELLI SERGIO E CIAMBELLINI MAURIZIO;9575261004;138;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2008;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via Radicofani, 206/a (B.ta Fidene), 138, ROMA;Via Radicofani 206, 00138, Roma;12,515249492930884;41,97292886234058;ROMA
9111;0;Viale Aventino, 78;MOSTACCI FRANCO;712260587;153;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.8822780027;12.4862452019;1;Viale Aventino, 78, 153, ROMA;Viale Aventino 78, 00153, Roma;12,485999672485486;41,88212686678396;ROMA
9112;0;Viale Somalia, 84 (Ang. Via Villa Chigi);CAPRINO SNC;11822231004;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.9236809188;12.5711488039;1;Viale Somalia, 84 (Ang. Via Villa Chigi), 199, ROMA;Viale Somalia 84, 00199, Roma;12,514010820012686;41,935955605603354;ROMA
9113;0;Via Priscilla, 77/79;TAGLIAVINI DI CIANCI FRANCESCA E GIUDITTA E C. SAS;13654031007;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via Priscilla, 77/79, 199, ROMA;Via di Priscilla 77, 00199, Roma;12,511666330832732;41,93168528864908;ROMA
9114;0;Via G.Antamoro, 86/b;VALENTINI MASSIMO;825481005;137;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via G.Antamoro, 86/b, 137, ROMA;Via Giulio Antamoro 86B, 00139, Roma;12,544976286600278;41,95979926672053;ROMA
9115;0;Viale XXI Aprile, 31;EREDI MANCINI DI LORENZO MANCINI;13104841005;162;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.9236809188;12.5711488039;1;Viale XXI Aprile, 31, 162, ROMA;Viale Ventuno Aprile 31, 00162, Roma;12,520283830284471;41,916882970858104;ROMA
9116;0;Via G. Pacini, 15;BAGNARELLI MASSIMO;1066780584;198;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/09/2010;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via G. Pacini, 15, 198, ROMA;Via Giovanni Pacini 15, 00198, Roma;12,496234977234753;41,91731908826244;ROMA
9117;0;Via Gaverina, 14;GIOVANNINI SNC DI ESLISABETTA, MARTA E PAOLO;9939301009;166;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/03/2013;-;Ordinaria;1;41.90950305;12.50124365;1;Via Gaverina, 14, 166, ROMA;Via Gaverina 14, 00166, Roma;12,374328169167278;41,94962949653755;ROMA
9118;0;Via C. Fracassini, 26;GALLOTTA SNC DI MARIA TERESA E MARCO GALLOTTA;10561381004;196;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via C. Fracassini, 26, 196, ROMA;Via Cesare Fracassini 26, 00196, Roma;12,470140639881153;41,92356613572621;ROMA
9119;0;Piazzale Ionio, 51/52;INESI ZELINDA;1004030589;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/10/2010;-;Ordinaria;1;41.9236809188;12.5711488039;1;Piazzale Ionio, 51/52, 141, ROMA;Via Ionio 51, 00042, Anzio, Roma;12,612180399532535;41,48586435858965;ROMA
9120;0;Viale delle Provincie, 66;S. CARLO;7504710588;162;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.9114082728;12.5209896734;1;Viale delle Provincie, 66, 162, ROMA;Viale delle Provincie 66, 00162, Roma;12,521335604362593;41,90908064141036;ROMA
9121;0;Via della Croce, 11;Farmacrimi Europea del dr Vincenzo Crimi & C. SAS;10914191001;187;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/09/2011;-;Ordinaria;1;41.719542872;12.6698112711;1;Via della Croce, 11, 187, ROMA;Via della Croce 11, 00187, Roma;12,480713806134215;41,90638687538232;ROMA
9122;0;Via Val Sassina, 36;PICCIONI TITO;9250861003;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2007;-;Ordinaria;1;41.93524715;12.5277357;1;Via Val Sassina, 36, 141, ROMA;Via Val Sassina 36, 00141, Roma;12,528517934502835;41,9358848731606;ROMA
9123;0;Via Cimone, 119/a;ANIENE SAS DI PAOLO FABRIZI & C.;13089911005;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.931133494;12.5362814794;1;Via Cimone, 119/a, 141, ROMA;Via Cimone 119A, 00141, Roma;12,537682664031392;41,93152322592187;ROMA
9124;0;Via Val di Fassa, 40/42;BETA DELLA DR.SSA BAVUSO MANUELA;13513431000;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.4580141;12.73302785;1;Via Val di Fassa, 40/42, 141, ROMA;Via Val di Fassa 40, 00141, Roma;12,527157609354274;41,934100033585295;ROMA
9125;0;Corso Sempione, 16;SEMPIONE SNC R. RINALDI E. RINALDI E F. SCARPELLINI;6645591006;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.9351058;12.53356405;1;Corso Sempione, 16, 141, ROMA;Corso Sempione 16, 00141, Roma;12,534993340412026;41,935512991949906;ROMA
9126;0;Piazza Manfredo Fanti, 36/37;RICCI SAS DEI DR.I ANTONIO F. D'AGOSTINO E ALESSANDRA MAGNOLFI;9509210580;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/11/2014;-;Ordinaria;1;41.8975704228;12.5023923353;1;Piazza Manfredo Fanti, 36/37, 185, ROMA;Piazza Manfredo Fanti 36, 00185, Roma;12,502202882739901;41,897720996393325;ROMA
9127;0;Piazza Testaccio, 8;PRAGLIOLA ROBERTO;7511241007;153;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2008;-;Ordinaria;1;41.8755674;12.4712739;1;Piazza Testaccio, 8, 153, ROMA;Piazza Testaccio 8, 00153, Roma;12,477239999999995;41,879223;ROMA
9128;0;Via Di Valle Melania, 151;Farmacia Dott. Zelli Mauro S.r.l.;13187571008;139;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/02/2018;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via Di Valle Melania, 151, 139, ROMA;Via di Valle Melaina 151, 00139, Roma;12,526373803624068;41,9500657924;ROMA
9129;0;Via Andersen, 50;SBARIGIA DR.SSA ANNA;-;168;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.924002196;12.4031666805;1;Via Andersen, 50, 168, ROMA;Via Andersen 50, 00168, Roma;12,401477899177378;41,923780991773626;ROMA
9130;0;Via dei Sabelli, 84;PINCHETTI MARCO;2396840585;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.8960752379;12.5136029795;1;Via dei Sabelli, 84, 185, ROMA;Via dei Sabelli 84, 00185, Roma;12,514539703445072;41,89655430751922;ROMA
9131;0;Via F. A. Gualterio, 50/c;FALLETTA SERAFINA;3067530588;139;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via F. A. Gualterio, 50/c, 139, ROMA;Via Filippo Antonio Gualterio 50, 00139, Roma;12,522559730365286;41,95303141271852;ROMA
9132;0;Piazza Benedetto Cairoli, 5;GIANNANGELI DR. MATTEO;11164651009;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.9236809188;12.5711488039;1;Piazza Benedetto Cairoli, 5, 186, ROMA;Piazza Benedetto Cairoli 5, 00186, Roma;12,475221918122244;41,89406739192146;ROMA
9133;0;Via Magliano Sabina, 25;BRIENZA BRUNA;3582370585;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/10/2010;-;Ordinaria;1;41.93480185;12.5114036;1;Via Magliano Sabina, 25, 199, ROMA;Via Magliano Sabina 25, 00199, Roma;12,511735223844418;41,93443699417162;ROMA
9134;0;Via Pacchiarotti, 34;PIANESI SAS DI LUCIA COPPOLA;3010010589;139;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via Pacchiarotti, 34, 139, ROMA;Via Gaspare Pacchiarotti 34, 00139, Roma;12,513744383143935;41,96330670996593;ROMA
9135;0;Piazza Massa Carrara, 9;PONZI ENNIO SAS;10182371004;162;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.91792105;12.52552375;1;Piazza Massa Carrara, 9, 162, ROMA;Piazza Massa Carrara 9, 00162, Roma;12,525574500000005;41,91808499999999;ROMA
9136;0;Via Celimontana, 9/a;CELIMONTANA DI ROCCO POLIMENI;13208771009;184;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.888408624;12.4964515449;1;Via Celimontana, 9/a, 184, ROMA;Via Celimontana 9, 00184, Roma;12,496607012509827;41,889074248032216;ROMA
9137;0;Via Tripoli, 145/B;IOCULANO DI DOMENICO IOCULANO SAS;9467481009;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/05/2008;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via Tripoli, 145/B, 199, ROMA;Via Tripoli 145, 00199, Roma;12,518381382615974;41,92853086203627;ROMA
9138;0;Via Vezio Crisafulli, 2/8;DIVINA PROVVIDENZA DEL DR. LIMONE BRACCO ANDREA SAS;13411191003;166;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.8964133994;12.4115357088;1;Via Vezio Crisafulli, 2/8, 166, ROMA;Via Vezio Crisafulli 2, 00166, Roma;12,412258157027392;41,897003598801156;ROMA
9139;0;Via Nomentana, 564-566;SAN GABRIELE DI ELENA VERDILE & C. SAS;12461651007;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.9318102211;12.5278394988;1;Via Nomentana, 564-566, 141, ROMA;Via Nomentana 564, 00141, Roma;12,539113915488482;41,93669610935427;ROMA
9140;0;Via Anapo, 38/40;MESSINA MARIA;1482540588;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.9259464582;12.5074588807;1;Via Anapo, 38/40, 199, ROMA;Via Anapo 38, 00199, Roma;12,508621365254744;41,925277885654076;ROMA
9141;0;Via Fezzan, 16/18;EREDI DI MORETTI ANDREA SDF;14098201008;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.9291428653;12.5238384049;1;Via Fezzan, 16/18, 199, ROMA;Via Fezzan 16, 00199, Roma;12,52393026602806;41,92926040161001;ROMA
9142;0;Via Banchi Vecchi, 24;ANTICA FARMACIA SANTA LUCIA DELLA DR.SSA ROSSELLA FIUMANO' & C. S.A.S.;13931701000;186;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.8979877;12.4670645;1;Via Banchi Vecchi, 24, 186, ROMA;Via dei Banchi Vecchi 24, 00186, Roma;12,467081446707859;41,89808847737896;ROMA
9143;0;Via della Lucchina, 131/A;ALBO MARIA GRAZIA;4673360584;135;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/03/2013;-;Ordinaria;1;41.9063898669;12.5010374457;1;Via della Lucchina, 131/A, 135, ROMA;Via della Lucchina 131, 00135, Roma;12,39807143213691;41,957110822926886;ROMA
9144;0;Via Salaria, 1492/B;FABBRI DARIA;8865321007;138;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/10/2010;-;Ordinaria;1;41.9236809188;12.5711488039;1;Via Salaria, 1492/B, 138, ROMA;Via Salaria 1492B, 00138, Roma;12,51943231418431;42,00892667277395;ROMA
9145;0;Via Emanuele Filiberto, 145;TRECCA SNC DI FLAVIA E ILARIA MASTRANGELI;13556491002;185;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/07/2017;-;Ordinaria;1;41.89037245;12.5067131;1;Via Emanuele Filiberto, 145, 185, ROMA;Via Emanuele Filiberto 145, 00185, Roma;12,506719453228733;41,89025252622773;ROMA
9146;0;Corso Trieste, 167;MACCHIATI LORETTA;4884680580;198;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/01/2005;-;Ordinaria;1;41.9234617679;12.5145066724;1;Corso Trieste, 167, 198, ROMA;Corso Trieste 167, 00198, Roma;12,513460750331873;41,92347849489878;ROMA
9148;0;Piazza Conca D'Oro, 34/37;CONCA D'ORO;7097091008;141;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/02/2017;-;Ordinaria;1;41.9236809188;12.5711488039;1;Piazza Conca D'Oro, 34/37, 141, ROMA;Piazza Conca d'Oro 34, 00141, Roma;12,527269898487775;41,93877250756111;ROMA
9149;0;Viale Somalia, 235;SPAGNOLO VINCENZO;5060540589;199;58091;ROMA;-;58;RM;ROMA;120;LAZIO;01/10/2010;-;Ordinaria;1;41.9356509107;12.512809827;1;Viale Somalia, 235, 199, ROMA;Viale Somalia 235, 00199, Roma;12,519033296150901;41,934642285879114;ROMA
